Class,Tab,Type,Name,ID,Description,RequiredLevel,RequiredClassAEInvestment,RequiredTabAEInvestment,RequiredClassPoints,RequiredAEInvestment,RequiredClassTEInvestment,RequiredTabTEInvestment,RequiredTEInvestment
General,General1,Talent,"Jab Cross",284312,"Dealing damage with Devastate increases the critical strike chance and damage of your next 2 spells or abilities by 10%.",10,0,0,0,0,0,0,0
General,General1,Talent,"Judge, Jury, Executioner",282279,"Your Judgements now grant 30 rage and cause your next Execute to ignore 100% of the target's armor.",10,0,0,0,0,0,0,0
General,General1,Talent,"Kindles for Holy Fire",270327,"Dealing direct damage with Fire spells and abilities grants you Kindles for Holy Fire.      Kindles for Holy Fire Increases the direct damage of your next Holy Fire by 20%. Stacks up to 3 times and lasts for 15 sec.",10,0,0,0,0,0,0,0
General,General1,Talent,"Lightning Discharge",283317,"While casting Lightning Bolt or Chain Lightning, your Lightning Shield deals double damage and releases pure energy, stunning nearby enemies for 2.50 sec.    This effect can only occur once every 20 sec.",10,0,0,0,0,0,0,0
General,General1,Talent,"Locust Ranger",271746,"When Steady Shot hits a target stung by your Serpent Sting it triggers your Wild Quiver talent.",30,0,0,0,0,0,0,0
General,General1,Talent,"Lycan Claws",275749,"Dealing damage with Rake, Rip, Pounce or Arugal's Gift now has a 100% chance to deal an additional 2 Shadow damage and grants you Mind Shock.    Lycan Claws deal 100% increased damage while in Worgen Form.    Mind Shock Resets the cooldown of Mind Blast and your next Mind Blast costs no mana and has no cooldown.",10,0,0,0,0,0,0,0
General,General1,Talent,"Madness of the Old Gods",272960,"Summoning Tentacle of the Old Gods grants you Madness of the Old Gods.    Madness of the Old Gods Whispers of madness increase all damage done by 5%. Lasts 15 sec.",10,0,0,0,0,0,0,0
General,General1,Talent,"Maelstrom",278420,"Dealing damage with Lightning Overload from Lightning Bolt and Chain Lightning grants one stack of Maelstrom. Dealing damage with Stormstrike and Lava Burst grants two.      Maelstrom Upon reaching 40 stacks, casting Earth Shock grants Unleashed Maelstrom.    Unleashed Maelstrom Your critical strikes from Lava Burst, direct Shaman Nature damage spells and abilities shock the target for an additional 70% of your spell's damage.",22,0,0,0,0,0,0,0
General,General1,Talent,"Massacre",283139,"Killing Spree applies Massacre to all targets hit.  Killing an enemy that grants experience or honor decreases the cooldown of Killing Spree by 10 seconds.    Massacre Increases your damage dealt to the target by 3%, stacks up to 5 times and lasts 15 sec.    Deals 1% increased damage against players",40,0,0,0,0,0,0,0
General,General1,Talent,"Master's Meatshield",275965,"Your Drain Life also heals your Tamed Pet.    Tamed Pet includes Summoned Demon, Enslave Demon, Dominate Undead, Tame Dragonkin or Tether Elemental, and Tame Beast.",14,0,0,0,0,0,0,0
General,General1,Talent,"Molten Ammo",277818,"Explosive Shot empowers Steady Shot, Multi-Shot, and Aimed Shot causing them to deal extra Fire damage for 5 sec.",40,0,0,0,0,0,0,0
General,General1,Talent,"Molten Outburst",283471,"Dealing damage to an enemy standing in your Earthquake with a non-instant Fire spell causes an eruption, dealing 6 Fire damage to nearby enemies and knocking players into the air.    This effect can only occur once every 10 sec.",20,0,0,0,0,0,0,0
General,General1,Talent,"Momentum",286217,"Grappling Hook now grants you Momentum.    Momentum Your movement speed is increased by 40% and the damage of your Rogue abilities is increased by 10% for 6 sec.",28,0,0,0,0,0,0,0
General,General1,Talent,"Natural Energy",272551,"Your Mutilate critical strikes restore 5 energy and an additional 10 energy over 3 sec.",20,0,0,0,0,0,0,0
General,General1,Talent,"Natural Selection",278135,"Casting Sinister Strike, Wrath, Starfire and Starsurge extends the duration of Insect Swarm on your target by 1.5 seconds.    This can occur up to 15 times before this effect goes on 15 sec cooldown.    Additionally, Insect Swarm now benefits from spell haste.",22,0,0,0,0,0,0,0
General,General1,Talent,"New Moon",281542,"Damaging non-instant spell casts increase the duration of your Moonfire by 1 sec.",10,0,0,0,0,0,0,0
General,General1,Talent,"Northern Winds",281330,"Frost Shock increases your movement speed by 30% for 3 sec, but no longer slows your target.",20,0,0,0,0,0,0,0
General,General1,Talent,"On the Hunt",282164,"Increases the duration of Mend Pet by 6 sec. Mend Pet increases the damage of your Tamed Pet by 15%.  Tamed Pet includes Summoned Demon, Enslave Demon, Dominate Undead, Tame Dragonkin, Tether Elemental, Summoned Ghoul, and Tame Beast.",12,0,0,0,0,0,0,0
General,General1,Talent,"Overwhelming Rage",273663,"Your maximum rage is increased by 100.",10,0,0,0,0,0,0,0
General,General1,Talent,"Power Overwhelming",283578,"Dealing direct damage with spells and abilities now reduces the cooldown of your Arcane Power and Presence of Mind by 1.5 seconds.    This can only occur from abilities that trigger the global cooldown.",30,0,0,0,0,0,0,0
General,General1,Talent,"Purification By Light",270766,"Your direct weapon damage based spells and abilities now have a chance to exorcise the target, dealing 31 Holy damage and consecrating the ground beneath them, dealing 5 Holy damage to enemies in the area every second for 8 sec.    This uses Exorcism and Consecration modifiers",10,0,0,0,0,0,0,0
General,General1,Talent,"Quick Burn",281782,"Your melee strikes have a chance to grant you Quick Burn.    Quick Burn The cast time of your next Mana Burn is reduced by 75%. Lasts 8 sec.",24,0,0,0,0,0,0,0
General,General1,Talent,"Radiant Renewal",272991,"Reduces the mana cost of Renew by 50% and increases its periodic healing by 20%.",10,0,0,0,0,0,0,0
General,General1,Talent,"Raging Momentum",285362,"Using Death Wish, Hunger for Blood, Bloodrage, Recklessness, Berserker Rage or Bestial Wrath will now randomly reduce the cooldown of one of the other abilities by 3 seconds.    Abilities can be chosen even if they're not on cooldown or known.",10,0,0,0,0,0,0,0
General,General1,Talent,"Raging Onslaught",275920,"Raging Blow deals 40% increased damage, and has a 20% chance to refund a charge.",28,0,0,0,0,0,0,0
General,General1,Talent,"Raging Riptide",278190,"Casting Healing Rain will trigger 139 Nature healing on all targets affected by your Riptide.",40,0,0,0,0,0,0,0
General,General1,Talent,"Rapid Bloodthirst",273712,"Reduces the global cooldown of Bloodthirst by 33%.",30,0,0,0,0,0,0,0
General,General1,Talent,"Rapid Shatter",284396,"You can now immediately follow-up Frostbolt while it is still in the air with another Mage spell, increasing its damage done by 45%.",10,0,0,0,0,0,0,0
General,General1,Talent,"Raptured Essence",270563,"The mana returned to you from your Rapture is increased by 100%.",35,0,0,0,0,0,0,0
General,General1,Talent,"Renewed Through Absolution",272989,"Penance now consumes your Renew to heal your target for an additional 92.    This heal uses Penance heal modifiers.",40,0,0,0,0,0,0,0
General,General1,Talent,"Righteous Zealot",273121,"Your direct damaging spells and abilities now have a 30% chance to Smite your target, dealing 17 additional Holy damage and healing nearby party members for 23.    This damage uses Smite modifiers and can only occur once every 4.5 sec. Deals 80% damage and healing when triggered against enemy players.",10,0,0,0,0,0,0,0
General,General1,Talent,"Ripping Tempest",275859,"Increases the duration of Crimson Tempest by 4 seconds, and its damage by 40%.",20,0,0,0,0,0,0,0
General,General1,Talent,"Sawed Off Barrel",282052,"Your Multi-shot knocks your primary target back, or knocks you back when fired in the air. Multi-shot's range is reduced by 15 yards and the cooldown is doubled.",18,0,0,0,0,0,0,0
General,General1,Talent,"Servant of the Old Gods",278113,"Casting Gloomblade forces your Tentacles of the Old Gods to smash towards your target, dealing 27 Shadow damage.     This effect can only occur once every 3 sec.",26,0,0,0,0,0,0,0
General,General1,Talent,"Shaken",281701,"Casting Fear causes your target to become Shaken.      Shaken All stats are reduced by 5% and movement speed is reduced by 25%. Every 3 sec, nearby enemies become Shaken. Lasts 10 sec.",10,0,0,0,0,0,0,0
General,General1,Talent,"Shapeshift Specialist",281714,"Shapeshifting cost is reduced by 20%.",10,0,0,0,0,0,0,0
General,General1,Talent,"Shapeshifter's Aim",281712,"Using Mangle grants you Shapeshifter's Aim.      Shapeshifter's Aim Increases the damage of your hunter shots by 30%. Lasts 15 sec.",10,0,0,0,0,0,0,0
General,General1,Talent,"Shapeshifter's Fangs",281710,"Hunter shots grant you Shapeshifter's Fangs.    Shapeshifter's Fangs Damage of your next direct Cat ability is increased by 50%. Max 3 charges. Lasts 8 sec.",10,0,0,0,0,0,0,0
General,General1,Talent,"Shield of Wrath",281934,"Your Avenger's Shield cooldown is reduced by 40%, but it no longer slows enemies or jumps to additional targets.  Does not work with Shield of the Templar.",36,0,0,0,0,0,0,0
General,General1,Talent,"Shrouded in Shrapnel",285780,"Dealing damage with Colossus Smash now increases your armor by 5% for 8 sec and taking damage from Stagger reduces the active cooldown of Colossus Smash by 4 second.",30,0,0,0,0,0,0,0
General,General1,Talent,"Skull Crusher",281352,"Your Slam reduces the cooldown of Death Wish by 1 second.",22,0,0,0,0,0,0,0
General,General1,Talent,"Sniper",281475,"Standing still for 3 seconds grants you Sniper.    Sniper Increases the range of your Aimed Shot and Kill Shot by 1 yards and increases their damage dealt by 4%. Moving removes the stacks. Stacks up to 10 times.",20,0,0,0,0,0,0,0
General,General1,Talent,"Soul Void",277143,"Dealing damage with Drain Soul now applies Soul Void. Reaching 10 stacks applies Withered Soul, causing your Drain Life to deal 75% more damage. Lasts 15 sec.     Enemies with Withered Soul do not gain Soul Void.",10,0,0,0,0,0,0,0
General,General1,Talent,"Soulbender",281467,"Dealing damage with Drain Soul or casting Life Tap grants you Soul Energy.    Soul Energy Your next Shadowburn heals nearby allies and converts all Soul Energy into Soul Mending. Stacks up to 10 times and lasts 10 sec.    Soul Mending Increases your healing done by 2% per stack of Soul Energy consumed. Lasts 10 sec.",22,0,0,0,0,0,0,0
General,General1,Talent,"Spartan Smash",274268,"Dealing damage with Javelin applies Skewered. Dealing damage with Shield Slam increases Skewered stacks on affected targets.    Skewered Your next Siegebreaker deals 20% increased damage to the target and resets the cooldown of your Javelin. Stacks up to 10 times and lasts for 12 sec.",10,0,0,0,0,0,0,0
General,General1,Talent,"Spectre",281505,"You deal 10% increased periodic damage while stealthed.",10,0,0,0,0,0,0,0
General,General1,Talent,"Stormbringer",273056,"Your direct damaging spells and abilities now have a chance to unleash lightning, dealing 3 Nature damage to your target and electrifying the ground, dealing an additional 12 Nature damage to nearby enemies every second for 4 seconds.",10,0,0,0,0,0,0,0
General,General1,Talent,"Taste of Success",282170,"Victory Rush grants you Taste of Success and deals 10% additional damage.    Taste of Success Your physical damage taken from the next attack is reduced by 60%.",10,0,0,0,0,0,0,0
General,General1,Talent,"Temple Guardian",283744,"While Inner Fire is active you gain an additional 5% block chance.",20,0,0,0,0,0,0,0
General,General1,Talent,"Tesla Coil Collar",286285,"Casting damaging Nature abilities now grants you Charged, which can be consumed by Earth Shock at 5 stacks to grant your Tamed Pet Tesla Coil Collar.    Tamed Pet includes Summoned Demon, Enslave Demon, Dominate Undead, Tame Dragonkin, Tether Elemental, Summoned Ghoul, and Tame Beast.    Tesla Coil Collar Overcharged, granting your Tamed Pet 3% mana, 10% energy, and focus every second while releasing lightning pulses that deals 100% weapon damage plus 20 Nature damage to nearby enemies. Lasts for 3 sec.",10,0,0,0,0,0,0,0
General,General1,Talent,"Thousand Cuts",277588,"Dealing damage with Hurricane now increases your Poison and Bleed damage by 7%. Stacks up to 5 times and lasts 12 sec.",40,0,0,0,0,0,0,0
General,General1,Talent,"Thunderburst",278226,"Thunder Clap and Execute have a 35% chance to strike the target with a thunderbolt causing 8 high threat Nature damage.",10,0,0,0,0,0,0,0
General,General1,Talent,"Thunderlord",278334,"While affected by Avatar your chance to trigger Thunderburst is increased by 25%.    Dealing Nature damage with spells grants Thunderlord.      Thunderlord Increases the damage of your next Concussion Blow by 10%. Stacks 10 times. Lasts 10 seconds.",22,0,0,0,0,0,0,0
General,General1,Talent,"Timed Charge",283434,"Returning with Alter Time causes energy from the time rift to explode, dealing 456 Arcane damage and stunning nearby enemies for 3 sec.",40,0,0,0,0,0,0,0
General,General1,Talent,"Totem Master: Fire",281999,"Your Fire Totems now gain 15% of your health, but their mana cost is increased by 200%.    Your Magma totem lasts 30% longer.",10,0,0,0,0,0,0,0
General,General1,Talent,"Tribal Rage",284460,"Your melee criticals reduce the cooldown of Shamanistic Rage by 1 seconds.    Your direct damaging spell criticals extend the duration of Shamanistic Rage by 1 seconds.",36,0,0,0,0,0,0,0
General,General1,Talent,"Troll Sweat",284972,"Killing a player gives you a permanent stack of troll sweat. This tells heroes how sweaty you are. All sweat is lost on death. Accumulate enough sweat and reap the rewards.   If it Troll Sweats it Troll Sweats.",10,0,0,0,0,0,0,0
General,General1,Talent,"Turning Tides",281591,"For each enemy hit by your Typhoon the duration of your Riptide is increased by 4 seconds.",40,0,0,0,0,0,0,0
General,General1,Talent,"Twin Fangs",277785,"Raptor Strike, Mongoose Bite and Counterattack have a 50% chance to trigger Twin Fang, dealing 100% of the damage dealt as Physical damage.    Requires one-handed weapons and a weapon equipped in your off hand.",10,0,0,0,0,0,0,0
General,General1,Talent,"Twist of Faith",290460,"Using Seal of Righteousness, Seal of Command, Seal of Vengeance, Seal of Fervor, or Seal of Arcane Wrath while a different one of these seals is already active grants you the previously active seal for 10 sec.  These seals cost no mana but have a 10 second cooldown.",10,0,0,0,0,0,0,0
General,General1,Talent,"Unseen Assassin",277450,"For 3 sec after leaving Stealth or activating Shadow Dance, your Glaive Toss, Deadly Throw and Shuriken Toss only triggers a 0.5 sec global cooldown and deal 40% increased damage against monsters.    Deadly Throw and Shuriken Toss deal 30% reduced damage against players whilst affected by Unseen Assassin",34,0,0,0,0,0,0,0
General,General1,Talent,"Unstoppable Force",283222,"Your Slam is now guaranteed to critically hit when used on an Incapacitated or Immobilized target.",30,0,0,0,0,0,0,0
General,General1,Talent,"Void Teleportation",283417,"Using Void Shift also swaps the position of the caster and the target.",30,0,0,0,0,0,0,0
General,General1,Talent,"Voidblade",277938,"Shadow spells increase the damage of your combo point generating Rogue abilities by 3% and Dark Intent by additional 3%. Stacks up to 3.   Rogue combo point generating abilities have a chance to increase the damage taken from your Shadow Word: Pain by 80% for 8 sec.  The duration of Voidblade is not refreshable at max stacks.",10,0,0,0,0,0,0,0
General,General1,Talent,"Waking Nightmare",284041,"Your Haunt applies Waking Nightmare to the target. When that target is healed, the healer is afflicted with Phantom Nightmare.    Phantom Nightmare You deal 10% increased Shadow damage to the target. Fear effects last 50% longer against them.",40,0,0,0,0,0,0,0
General,General1,Talent,"Waning Moon",281543,"Dealing periodic damage with Moonfire grants you Waning Moon. This effect can only occur once every 1 sec.    Waning Moon Reduces the cast time of your next Arcane Blast or Starfire by 10%. Stacks up to 5 times and lasts 10 sec.",10,0,0,0,0,0,0,0
General,General1,Talent,"Whirl of Rage",271784,"Dealing damage with Whirlwind now grants you Bloodrage.    Bloodrage Generates 20 rage at the cost of health, and then generates an additional 10 rage over 10 sec.    This ability is usable while shapeshifted.    It also grants you Enrage if known.    Enrage Physical damage increased by 10%. Haste increased by 10%.",14,0,0,0,0,0,0,0
General,General1,Talent,"Words of Time",270532,"Your Borrowed Time is no longer consumed when casting.",40,0,0,0,0,0,0,0
